Recette,Quantité(s),,Produit(s),Magasin(s),Instructions pour la recette,Pimpage,Apports nutritifs,,,,Aliment,Poids,Apports nutritifs,,,Commentaires,,,,,,,,,,,,,,,Pancakes avec garnitures,,,,Épicierie
,"0,5",c. à c.,Épices à pain d'épice,Épicerie,,,Calcium,"46,539",mg,,,,Glucides,4,g,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"2,2457",mg,,,,Calcium,130,mg,,,,,,,,,,,,,,,,,,,,
Crumble de fruits,200,g,Fruits de saison,Primeur ou producteur,"Lavez et épluchez les fruits qui en ont besoin, et coupez-les en morceaux de taille moyenne. Mélangez dans un saladier la farine, le sucre et le beurre ramolli jusqu'à obtenir une pâte homogène.

Mettez tous les fruits dans un plat, puis dispersez la pâte sur les fruits de façon homogène. Couvrez, et mettez-le plat sur les braises ou le feu durant 20 bonnes minutes, jusqu'à ce que la pâte soit cuite.",N'hésitez pas à ajouter des épices ou des fruits secs dans votre mélange de fruits !,Calories,"187,4833337",kcal,,,,Vitamines C,0,mg,,,,,,,,,,,,,,,,,,,,
,"16,66666667",g,Farine,Épicerie,,,Protéines,"1,640333337",g,,1 Biscuit à la cuiller,10 g,Calories,"38,8",kcal,,,,,,,,,,,,,,,,,,,,
,"16,66666667",g,Cassonnade,Épicerie,,,Lipides,"13,55833336",g,,,,Protéines,"0,798",g,,,,,,,,,,,,,,,,,,,,
,"16,66666667",g,Beurre,Épicerie,,,Glucides,"14,36000003",g,,,,Lipides,"0,377",g,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"7,350000015",mg,,,,Glucides,"7,99",g,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,0,mg,,,,Calcium,"2,55",mg,,,,,,,,,,,,,,,,,,,,
Clafoutis aux fruits,100,g,Fruits de saison,Primeur ou producteur,"Épluchez et coupez-les fruits en petits morceaux. Placez-les dans un plat et saupoudrez-les de la moitié du sucre.

Dans un saladier, mélangez les œufs, la farine, le reste du sucre, le lait et la crème liquide, puis versez cette pâte sur les fruits. Couvrez le plat et mettez-le dans les braises pendant une grosse demi-heure. Enlevez-le du feu lorsque la pâte est bien cuite. Servez chaud.",N'hésitez pas à ajouter des fruits secs dans le clafoutis !,Calories,"396,825",kcal,,,,Vitamines C,0,mg,,,,,,,,,,,,,,,,,,,,
,5,g,Beurre,Épicerie,,,Protéines,"12,37975",g,,1 brin de Thym,15 g,Calories,"28,5",kcal,,,,,,,,,,,,,,,,,,,,
,25,ml ,Crème liquide,Épicerie,,,Lipides,"14,427375",g,,,,Protéines,"0,911",g,,,,,,,,,,,,,,,,,,,,
,"37,5",ml ,Lait,Épicerie,,,Glucides,"51,76575",g,,,,Lipides,"0,743",g,,,,,,,,,,,,,,,,,,,,
,1,,Œufs,Épicerie,,,Calcium,"121,61",mg,,,,Glucides,"2,69",g,,,,,,,,,,,,,,,,,,,,
,"31,25",g,Farine,Épicerie,,,Vitamines C,"0,64625",mg,,,,Calcium,189,mg,,,,,,,,,,,,,,,,,,,,
,25,g,Sucre,Épicerie,,,,,,,,,Vitamines C,5,mg,,,,,,,,,,,,,,,,,,,,
Tarte tatin cuite au feu,20,g,Cassonnade,Épicerie,"Faites fondre le beurre dans une casserole, puis ajoutez le sucre, et laissez cuire doucement 5 minutes sans mélanger pour que le caramel se forme.

Épluchez les pommes, enlevez les trognons et coupez-les en morceaux de taille moyenne. Ajoutez les dans la poêle avec le caramel, puis recouvrez-les de pâte brisée.

Couvrez le tout, puis mettez la poêle sur le feu une grosse vingtaine de minutes. Enlevez du feu lorsque la pâte est cuite, et servez chaud.

",N'hésitez pas à rajouter de la vanille ou de la cannelle dans les pommes avant la cuisson !,Calories,"381,38",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,g,Beurre,Épicerie,,,Protéines,"3,6194",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,Pommes,Primeur ou producteur,,,Lipides,"17,25",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,2",,Pâtes brisées,Épicerie,,,Glucides,"50,797",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"13,3",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"9,716",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Pain perdu,2,tranches,Pain rassis,Boulangerie,"Dans un saladier, battez les œufs avec le lait et le sucre. Trempez les tartines dans le mélange, sans les laisser trop longtemps, puis faites-les cuire dans une poêle avec le beurre fondu, jusqu'à ce que les tartines soient grillées. Servez chaud.","N'hésitez pas à rajouter de la garniture sur les pains perdus après la cuisson (pâte à tartiner, beurre de cacahuètes, confitures, etc.. ...) !",Calories,"290,516537",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,ml ,Lait,Épicerie,,,Protéines,"9,42949996",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",,Œufs,Épicerie,,,Lipides,"10,269",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,g,Cassonnade,Épicerie,,,Glucides,"39,1551343",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,g,Beurre,Épicerie,,,Calcium,"112,376639",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"0,25",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Semoule au lait,200,ml ,Lait,Épicerie,"Faites bouillir le lait, ajoutez le sucre et la semoule en remuant bien pendant 5 minutes jusqu'à épaississement du mélange.

Versez l'ensemble dans un saladier et faites refroidir le tout. Servez froid.",N'hésitez pas à changer le sucre par du miel et à ajouter des fruits secs dans le mélange !,Calories,"222,65",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,g,Semoule,Épicerie,,,Protéines,"8,74",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,g,Sucre,Épicerie,,,Lipides,"3,39",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Glucides,"38,915",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"235,9335",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"2,78",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Crème dessert fait-maison,10,g,Maïzena,Épicerie,"Mélangez la maïzena, le cacao, le sucre et diluer avec un quart du lait froid dans un saladier.

Mélangez dans une casserole le lait restant et la crème liquide puis ajouter la préparation précédente. Faites bouillir et mélangez sans cesse jusqu'à épaississement.

Sortez la casserole du feu, ajoutez le chocolat en morceaux et mélangez jusqu'à ce qu'il fonde. Versez la crème dans des pots, et laissez refroidir en plaçant au frais 1 heure minimum.","N'hésitez pas à changer de goût pour vos crèmes dessert : vanille, caramel, fruit rouges !",Calories,"501,26",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,c. à s.,Cacao en poudre,Épicerie,,,Protéines,"11,944",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,g,Sucre,Épicerie,,,Lipides,"22,973",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,200,ml ,Lait,Épicerie,,,Glucides,"55,448",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,ml ,Crème liquide,Épicerie,,,Calcium,"333,638",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,g,Chocolat noir,Épicerie,,,Vitamines C,"3,118",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Gâteau de semoule,"31,25",g,Semoule,Épicerie,"Faites bouillir le lait, avec le sucre, puis jetez la semoule en pluie dans le lait en mélangeant 5 minutes, le temps que la semoule gonfle.

Sortez la casserole hors du feu, et ajoutez les œufs en mélangeant bien, puis mettez-le tout dans un plat, couvrez et mettez dans les braises une petite demi-heure. Servez bien chaud.
",N'hésitez pas à changer le sucre par du miel et à ajouter des fruits secs dans la préparation !,Calories,"424,75",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,250,ml ,Lait,Épicerie,,,Protéines,"17,35975",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,g,Sucre,Épicerie,,,Lipides,"12,764125",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,75",,Œufs,Épicerie,,,Glucides,"59,499",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,g,Beurre,Épicerie,,,Calcium,"331,68375",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"3,475",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Marbré fait-maison,30,g,Beurre,Épicerie,"Mélangez le sucre et le beurre ramolli, puis ajoutez les jaunes d'œufs, le lait, la farine et la levure, puis mélangez bien.

Battez les blancs d'œufs en neige, et incorporez-les à la pâte. Séparez la moitié de la pâte dans un autre saladier, et mélanger cette moitié au cacao.

Dans un moule beurré, versez les deux pâtes en les alternant, puis couvrez, et mettez dans les braises pendant une grosse demi-heure. ",N'hésitez pas à parfumer la pâte nature avec de la vanille ou de la cannelle !,Calories,"647,1376667",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,g,Sucre,Épicerie,,,Protéines,"10,78086667",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"22,5",ml ,Lait,Épicerie,,,Lipides,"29,76738334",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,40,g,Farine,Épicerie,,,Glucides,"82,67763333",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,6666666667",,Œufs,Épicerie,,,Calcium,"227,1983336",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,6",c. à s.,Cacao en poudre,Épicerie,,,Vitamines C,"0,33675",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,1666666667",sachets,Levure chimique,Épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiramisu,"0,5",,Œufs,Épicerie,"Séparez les jaunes des blancs d'œufs, puis mélangez les jaunes avec la cassonnade, puis ajoutez le mascarpone et mélangez bien.

Montez les blancs en neige, et incorporez-les doucement au mélange précédemment. 

Trempez les biscuits rapidement dans le café, puis placez la moitié de ceux-ci au fond d'un plat, puis versez la moitié de la préparation à base d'œufs et de mascarpone, puis de nouveau les biscuits et la crème, et saupoudrez de cacao. Mettez le tout au frais pendant au moins 2 heures, et servez bien frais.",N'hésitez pas à modifier les biscuits à la cuillère avec des spéculos !,Calories,"320,1666665",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12,5",g,Cassonnade,Épicerie,,,Protéines,"3,275833331",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"31,25",g,Mascarpone,Épicerie,,,Lipides,"19,17999999",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,Biscuits à la cuillère,Épicerie,,,Glucides,"31,69583332",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"62,5",ml ,Café noir ,Épicerie,,,Calcium,"55,22333329",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,4",c. à s.,Cacao en poudre,Épicerie,,,Vitamines C,"6,983333333",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Poires au chocolat,1,,Poires,Primeur ou producteur,"Épluchez les poires. Mettez-les dans un plat, couvrez et mettez-les dans les braises pendant une dizaine de minutes.

Dans une casserole, faites fondre le beurre et le chocolat.

Lorsque les poires sont cuites, trempez-les dans le chocolat et servez directement.",N'hésitez pas à prendre d'autres fruits locaux et de saison !,Calories,"245,125",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,"33,33333333",g,Chocolat noir,Épicerie,,,Protéines,"10,37125",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"8,333333333",g,Beurre,Épicerie,,,Lipides,"5,257125",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Glucides,"38,281",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"186,3275",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"2,17125",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice pudding,"31,25",g,Riz,Épicerie,"Faites bouillir le lait et mettez-le riz dedans pendant une vingtaine de minutes, pour que le lait soit entièrement absorbé.

A la fin de la cuisson, ajoutez les œufs battus et les raisins, puis versez le tout dans un plat, couvrez et mettez-le tout sur le feu pendant une dizaine de minutes. Servez chaud.",N'hésitez pas à ajouter du miel ou des fruits à coques dans le pudding après cuisson du riz dans le lait !,Calories,"266,19",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",,Œufs,Épicerie,,,Protéines,"13,5212",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12,5",g,Raisins secs,Épicerie,,,Lipides,"6,529",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,ml ,Lait,Épicerie,,,Glucides,"36,181",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"324,55",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"3,475",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Porridge,40,g,Flocons d'avoine,Épicerie,"Faites bouillir le lait, ajoutez les flocons d'avoine et remuez bien. Laissez mijoter 15 minutes, ajoutez le sucre en fin de cuisson et servez bien chaud;","N'hésitez pas à rajouter des garnitures multiples (fruits secs, miel, confiture, fruits, etc. ...) !",Calories,"266,19",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,250,ml ,Lait,Épicerie,,,Protéines,"13,5212",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,g,Cassonnade,Épicerie,,,Lipides,"6,529",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Glucides,"36,181",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"324,55",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"3,475",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Mousse au chocolat,"0,75",,Œufs,Épicerie,"Séparez les blancs et les jaunes d'œufs, et faites fondre le chocolat. Hors du feu, mélangez les jaunes, le sucre et le chocolat, et battez les blancs en neige, puis ajoutez-les au mélange chocolaté. Mettez le tout dans un grand saladier, et laissez-le au frais pendant au moins 2 heures.",N'hésitez pas à servir la mousse au chocolat avec des framboises ou des fruits rouges !,Calories,"241,15",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,g,Chocolat noir,Épicerie,,,Protéines,"7,5725",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,g,Sucre,Épicerie,,,Lipides,"13,4735",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Glucides,"21,5665",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"67,929",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"0,04",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaussons aux fruits,"0,25",,Pâtes brisées,Épicerie,"Lavez les fruits et épluchez-les si nécessaire, puis coupez-les en petits morceaux. Faites-les revenir avec le beurre dans une casserole. Coupez la pâte brisée en cercle d'un peu plus de 10 centimètres de diamètre.

Dans chaque cercle, mettez les fruits cuits sur une moitié, et refermez les chaussons, puis badigeonnez-les d'œuf battu. 

Mettez-les dans un plat, couvrez le plat et mettez-le dans les braises pour 15 minutes",N'hésitez pas à faire vous-même votre pâte brisée et y ajouter des épices !,Calories,246,kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,g,Fruits de saison,Primeur ou producteur,,,Protéines,"4,6185",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,25",,Œufs,Épicerie,,,Lipides,"15,2495",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,g,Beurre,Épicerie,,,Glucides,"21,868",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"12,44",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich aux courgettes et aux aubergines,"0,5",,Baguettes de pain,Boulangerie,"Faites légèrement grillé le pain sur le feu.

Coupez les différents légumes en fines tranches, assaisonnez-les et dans une poêle huilée (voire sur le feu directement), faites-les bien griller 5 minutes en les retournant fréquemment. 

Dans un bol ou un saladier à côté, mélangez le fromage de chèvre, un peu d'huile d'olive, et assaisonnez.

Procédez alors au montage du sandwich : sur le pain légèrement grillé, mettez d'abord le fromage frais, les légumes et enfin la roquette, puis refermez le tout.",N'hésitez pas à utiliser du pain de campagne ou du pain aux céréales !,Calories,"569,295",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,25",,Aubergines,Primeur ou producteur,,,Protéines,"20,8065",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",,Courgettes,Primeur ou producteur,,,Lipides,"19,988",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,g,Fromage de chèvre frais,Fromagerie,,,Glucides,"71,8975",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",c. à s.,Huile d'olive,Épicerie,,,Calcium,"286,84275",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,g,Roquette,Primeur ou producteur,,,Vitamines C,"30,45",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sel & Poivre,Épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sandwich tomates-capres
","0,5",,Baguettes de pain,Boulangerie,"Faites légèrement grillé le pain sur le feu.

Coupez très finement les câpres, et mélangez-les à la moutarde, l'huile d'olive, le vinaigre, puis assaisonnez.

Coupez en tranches les tomates et le fromage de chèvre.

Procédez alors au montage du sandwich : sur le pain légèrement grillé, mettez d'abord la sauce aux câpres, les tomates et enfin le fromage de chèvre, puis refermez le tout.",Vous pouvez rajouter du thon ou des anchois dans le sandwich !,Calories,"560,62",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",,Tomates,Primeur ou producteur,,,Protéines,"19,431",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,g,Fromage de chèvre,Fromagerie,,,Lipides,"20,455",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,c. à c.,Moutarde,Épicerie,,,Glucides,"71,4248",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",c. à s.,Huile d'olive,Épicerie,,,Calcium,"263,54075",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,c. à s.,Câpres,Épicerie,,,Vitamines C,"14,483",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",c. à c.,Vinaigre balsamique,Épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich chèvre-miel & herbes,"0,5",,Baguettes de pain,Boulangerie,"Faites légèrement grillé le pain sur le feu.

Coupez en tranches le fromage de chèvre. Hachez finement la menthe.

Procédez alors au montage du sandwich : sur le pain légèrement grillé, mettez d'abord le fromage de chèvre, le miel et enfin les herbes hachées, puis refermez le tout.",Vous pouvez rajouter du poulet ou des herbes locales !,Calories,"636,305",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,g,Fromage de chèvre frais,Fromagerie,,,Protéines,"27,42333",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",c. à s.,Miel,Épicerie,,,Lipides,"21,7982",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,tiges,Menthe,Épicerie,,,Glucides,"77,526",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,branches,Thym,Épicerie,,,Calcium,"695,37975",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,g,Roquette,Primeur ou producteur,,,Vitamines C,"14,7035",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sel & Poivre,Épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich jambon-beurre,"0,5",,Baguettes de pain,Boulangerie,"Coupez le pain en deux, puis tartinez-le de beurre, et enfin disposez-y le jambon blanc, et refermez le tout.",N'hésitez pas à rajouter du fromage local dans le sandwich !,Calories,456,kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,tranches,Jambon blanc,Boucherie,,,Protéines,"15,8895",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,g,Beurre,Épicerie,,,Lipides,"12,055",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Glucides,"67,9975",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"30,34",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"22,2",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich jambon-fromage,"0,5",,Baguettes de pain,Boulangerie,"Faites légèrement grillé le pain sur le feu.

Coupez en tranches le fromage.

Procédez alors au montage du sandwich : sur le pain légèrement grillé, mettez d'abord le fromage, le jambon et enfin la salade, puis refermez le tout.",N'hésitez pas à utiliser du jambon sec et à ajouter des garnitures locales !,Calories,"613,25",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,"62,5",g,Fromage local,Fromagerie,,,Protéines,"33,37983",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,tranches,Jambon blanc,Boucherie,,,Lipides,"21,8842",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,g,Roquette,Primeur ou producteur,,,Glucides,"68,136",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Calcium,"640,51",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vitamines C,"22,516",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich poulet-moutarde,"0,5",,Baguettes de pain,Boulangerie,"Faites légèrement grillé le pain sur le feu.

Coupez en tranches le fromage et les tomates. Coupez le poulet en petits morceaux, et faites-le revenir dans une poêle avec un peu d'huile. Assaisonnez.

Procédez alors au montage du sandwich : sur le pain légèrement grillé, mettez d'abord la moutarde, le fromage, le poulet et enfin les tomates, puis refermez le tout.","Vous pouvez remplacer la moutarde par de la mayonnaise, et rajouter des garnitures locales !",Calories,"566,07",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,g,Poulet,Boucherie,,,Protéines,"33,1577",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",,Tomates,Primeur ou producteur,,,Lipides,"15,707",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,g,Fromage local,Fromagerie,,,Glucides,"69,7398",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,c. à c.,Moutarde,Épicerie,,,Calcium,"285,544375",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,25",c. à s.,Huile d'olive,Épicerie,,,Vitamines C,"14,143",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sel & Poivre,Épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich estival,"0,5",,Baguettes de pain,Boulangerie,"Faites légèrement grillé le pain sur le feu.

Coupez en tranches le fromage. Coupez les légumes en fines lamelles, et faites-les revenir dans une poêle avec un peu d'huile. Assaisonnez et ajoutez les herbes de Provence.

Procédez alors au montage du sandwich : sur le pain légèrement grillé, mettez d'abord le fromage de chèvre, les légumes, puis refermez le tout.",N'hésitez pas à rajouter des fruits secs ou à coques locaux dans le mélange de légumes !,Calories,"582,545",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",,Poivrons,Primeur ou producteur,,,Protéines,"20,5",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,25",,Oignons,Primeur ou producteur,,,Lipides,"20,2905",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,25",,Courgettes,Primeur ou producteur,,,Glucides,"74,93875",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,g,Fromage de chèvre frais,Fromagerie,,,Calcium,"302,69775",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",c. à c.,Herbes de Provence,Épicerie,,,Vitamines C,"138,71",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",c. à s.,Huile d'olive,Épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sel & Poivre,Épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich thon tomate,"0,5",,Baguettes de pain,Boulangerie,"Faites légèrement grillé le pain sur le feu.

Coupez en tranches les tomates. Coupez le thon en petits morceaux, et faites-le revenir dans une poêle avec un peu d'huile. Assaisonnez.

Procédez alors au montage du sandwich : sur le pain légèrement grillé, mettez d'abord la mayonnaise, les tomates, le thon, la salade, puis refermez le tout.",N'hésitez pas à faire votre propre mayonnaise !,Calories,"555,325",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",,Tomates,Primeur ou producteur,,,Protéines,"23,27",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,g,Thon,Poissonnerie,,,Lipides,"19,09",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0,5",c. à s.,Mayonnaise,Épicerie,,,Glucides,"69,1515",g,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,g,Salade verte,Primeur ou producteur,,,Calcium,"41,19775",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,"0,5",c. à s.,Huile d'olive,Épicerie,,,Vitamines C,"14,82",mg,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sel & Poivre,Épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Club sandwich,3,tranches,Pain de mie,Boulangerie,"Faites légèrement grillé le pain sur le feu.

Coupez en tranches les tomates. Coupez le poulet en petits morceaux, et faites-le revenir dans une poêle avec un peu d'huile. Assaisonnez. Faites bouillir de l'eau et laissez-y les œufs 10 minutes. Refroidissez-les, enlevez leur coquille et coupez-les tranches.

Procédez alors au montage du sandwich : sur une première tranche de pain légèrement grillé, mettez d'abord la mayonnaise, les tomates, le poulet, puis une deuxième tranche de pain, la moutarde, les œufs, la salade, puis refermez le tout avec la dernière tranche de pain.

Option végétarienne : Vous pouvez retirer le poulet et le remplacer par du tofu ou des légumes.",N'hésitez pas à faire votre propre mayonnaise et à ajouter des garnitures locales !,Calories,"589,395",kcal,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,g,Poulet,Boucherie,,,Protéines,"31,2082",g,,,,,,,,,,,,,,,,,,,,,,,,,,
